depId                           class       name                                                                                                  flag      
5391                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.6
5392                            6           ELF32/libasound.so.2                                                                                  x86       
5393                            6           ELF32/libasound.so.2                                                                                  SysV      
5394                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.5
5395                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9  
5396                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.7
5397                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.0
5398                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.0
5399                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.3
5400                            6           ELF32/libasound.so.2                                                                                  ALSA_1.0.8
5401                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.8
5402                            6           ELF32/libasound.so.2                                                                                  ALSA_0.9.0
5403                            4           apr                                                                                                   -*none*-  
5404                            4           apr:lib                                                                                               -*none*-  
5405                            6           ELF32/libapr-0.so.0                                                                                   -*none*-  
5406                            6           ELF32/libapr-0.so.0                                                                                   SysV      
5407                            6           ELF32/libapr-0.so.0                                                                                   x86       
5408                            3           /bin/ash                                                                                              -*none*-  
5409                            3           /bin/bsh                                                                                              -*none*-  
5410                            4           ash:runtime                                                                                           -*none*-  
5411                            4           ash                                                                                                   -*none*-  
5412                            6           ELF32/libaspell.so.15                                                                                 -*none*-  
5413                            6           ELF32/libaspell.so.15                                                                                 SysV      
5414                            6           ELF32/libaspell.so.15                                                                                 x86       
5415                            4           aspell:lib                                                                                            -*none*-  
5416                            6           ELF32/libpspell.so.15                                                                                 -*none*-  
5417                            6           ELF32/libpspell.so.15                                                                                 SysV      
5418                            6           ELF32/libpspell.so.15                                                                                 x86       
5419                            6           ELF32/usr/lib/aspell-0.60/context-filter.so                                                           -*none*-  
5420                            6           ELF32/usr/lib/aspell-0.60/context-filter.so                                                           SysV      
5421                            6           ELF32/usr/lib/aspell-0.60/context-filter.so                                                           x86       
5422                            6           ELF32/usr/lib/aspell-0.60/email-filter.so                                                             -*none*-  
5423                            6           ELF32/usr/lib/aspell-0.60/email-filter.so                                                             SysV      
5424                            6           ELF32/usr/lib/aspell-0.60/email-filter.so                                                             x86       
5425                            6           ELF32/usr/lib/aspell-0.60/nroff-filter.so                                                             -*none*-  
5426                            6           ELF32/usr/lib/aspell-0.60/nroff-filter.so                                                             SysV      
5427                            6           ELF32/usr/lib/aspell-0.60/nroff-filter.so                                                             x86       
5428                            6           ELF32/usr/lib/aspell-0.60/sgml-filter.so                                                              -*none*-  
5429                            6           ELF32/usr/lib/aspell-0.60/sgml-filter.so                                                              SysV      
5430                            6           ELF32/usr/lib/aspell-0.60/sgml-filter.so                                                              x86       
5431                            6           ELF32/usr/lib/aspell-0.60/tex-filter.so                                                               -*none*-  
5432                            6           ELF32/usr/lib/aspell-0.60/tex-filter.so                                                               SysV      
5433                            6           ELF32/usr/lib/aspell-0.60/tex-filter.so                                                               x86       
5434                            6           ELF32/usr/lib/aspell-0.60/texinfo-filter.so                                                           -*none*-  
5435                            6           ELF32/usr/lib/aspell-0.60/texinfo-filter.so                                                           SysV      
5436                            6           ELF32/usr/lib/aspell-0.60/texinfo-filter.so                                                           x86       
5437                            4           aspell                                                                                                -*none*-  
5438                            4           attr:lib                                                                                              -*none*-  
5439                            6           ELF32/libattr.so.1                                                                                    -*none*-  
5440                            6           ELF32/libattr.so.1                                                                                    ATTR_1.1  
5441                            6           ELF32/libattr.so.1                                                                                    ATTR_1.0  
5442                            6           ELF32/libattr.so.1                                                                                    SysV      
5443                            6           ELF32/libattr.so.1                                                                                    x86       
5444                            4           acl:lib                                                                                               -*none*-  
5445                            6           ELF32/libacl.so.1                                                                                     -*none*-  
5446                            6           ELF32/libacl.so.1                                                                                     SysV      
5447                            6           ELF32/libacl.so.1                                                                                     ACL_1.1   
5448                            6           ELF32/libacl.so.1                                                                                     ACL_1.0   
5449                            6           ELF32/libacl.so.1                                                                                     x86       
5450                            4           acl                                                                                                   -*none*-  
5451                            4           acl:runtime                                                                                           -*none*-  
5452                            4           attr:runtime                                                                                          -*none*-  
5453                            4           attr                                                                                                  -*none*-  
5454                            4           audiofile:lib                                                                                         -*none*-  
5455                            6           ELF32/libaudiofile.so.0                                                                               -*none*-  
5456                            6           ELF32/libaudiofile.so.0                                                                               SysV      
5457                            6           ELF32/libaudiofile.so.0                                                                               x86       
5458                            4           audiofile                                                                                             -*none*-  
5459                            4           bzip2:lib                                                                                             -*none*-  
5460                            6           ELF32/libbz2.so.1                                                                                     -*none*-  
5461                            6           ELF32/libbz2.so.1                                                                                     SysV      
5462                            6           ELF32/libbz2.so.1                                                                                     x86       
5463                            3           /usr/bin/bunzip2                                                                                      -*none*-  
5464                            3           /usr/bin/bzcat                                                                                        -*none*-  
5465                            3           /usr/bin/bzcmp                                                                                        -*none*-  
5466                            3           /usr/bin/bzdiff                                                                                       -*none*-  
5467                            3           /usr/bin/bzgrep                                                                                       -*none*-  
5468                            3           /usr/bin/bzip2                                                                                        -*none*-  
5469                            3           /usr/bin/bzip2recover                                                                                 -*none*-  
5470                            3           /usr/bin/bzless                                                                                       -*none*-  
5471                            3           /usr/bin/bzmore                                                                                       -*none*-  
5472                            4           bzip2:runtime                                                                                         -*none*-  
5473                            4           bzip2                                                                                                 -*none*-  
5474                            6           ELF32/libbz2.so.1.0.4                                                                                 -*none*-  
5475                            6           ELF32/libbz2.so.1.0.4                                                                                 SysV      
5476                            6           ELF32/libbz2.so.1.0.4                                                                                 x86       
5477                            4           cElementTree:python                                                                                   -*none*-  
5478                            11          cElementTree                                                                                          -*none*-  
5479                            4           cElementTree                                                                                          -*none*-  
5480                            4           crontabs                                                                                              -*none*-  
5481                            4           crontabs:runtime                                                                                      -*none*-  
5482                            4           cyrus-sasl:lib                                                                                        -*none*-  
5483                            6           ELF32/libsasl2.so.2                                                                                   -*none*-  
5484                            6           ELF32/libsasl2.so.2                                                                                   SysV      
5485                            6           ELF32/libsasl2.so.2                                                                                   x86       
5486                            6           ELF32/usr/lib/sasl2/libanonymous.so.2                                                                 -*none*-  
5487                            6           ELF32/usr/lib/sasl2/libanonymous.so.2                                                                 SysV      
5488                            6           ELF32/usr/lib/sasl2/libanonymous.so.2                                                                 x86       
5489                            6           ELF32/usr/lib/sasl2/libsasldb.so.2                                                                    -*none*-  
5490                            6           ELF32/usr/lib/sasl2/libsasldb.so.2                                                                    SysV      
5491                            6           ELF32/usr/lib/sasl2/libsasldb.so.2                                                                    x86       
5492                            4           cyrus-sasl                                                                                            -*none*-  
5493                            4           device-mapper:devellib                                                                                -*none*-  
5494                            4           device-mapper:lib                                                                                     -*none*-  
5495                            4           device-mapper:devel                                                                                   -*none*-  
5496                            4           device-mapper                                                                                         -*none*-  
5497                            6           ELF32/libdevmapper.so.1.01                                                                            -*none*-  
5498                            6           ELF32/libdevmapper.so.1.01                                                                            Base      
5499                            6           ELF32/libdevmapper.so.1.01                                                                            SysV      
5500                            6           ELF32/libdevmapper.so.1.01                                                                            x86       
5501                            4           device-mapper:runtime                                                                                 -*none*-  
5502                            4           device-mapper:doc                                                                                     -*none*-  
5503                            4           diffutils                                                                                             -*none*-  
5504                            4           diffutils:runtime                                                                                     -*none*-  
5505                            4           esound                                                                                                -*none*-  
5506                            4           esound:lib                                                                                            -*none*-  
5507                            6           ELF32/libesd.so.0                                                                                     -*none*-  
5508                            6           ELF32/libesd.so.0                                                                                     SysV      
5509                            6           ELF32/libesd.so.0                                                                                     x86       
5510                            6           ELF32/libesddsp.so.0                                                                                  -*none*-  
5511                            6           ELF32/libesddsp.so.0                                                                                  SysV      
5512                            6           ELF32/libesddsp.so.0                                                                                  x86       
5513                            4           expat:lib                                                                                             -*none*-  
5514                            6           ELF32/libexpat.so.0                                                                                   -*none*-  
5515                            6           ELF32/libexpat.so.0                                                                                   SysV      
5516                            6           ELF32/libexpat.so.0                                                                                   x86       
5517                            4           expat                                                                                                 -*none*-  
5518                            4           file:lib                                                                                              -*none*-  
5519                            6           ELF32/libmagic.so.1                                                                                   -*none*-  
5520                            6           ELF32/libmagic.so.1                                                                                   SysV      
5521                            6           ELF32/libmagic.so.1                                                                                   x86       
5522                            3           /usr/bin/file                                                                                         -*none*-  
5523                            4           file:runtime                                                                                          -*none*-  
5524                            4           file                                                                                                  -*none*-  
5525                            6           ELF32/libmagic.so.1.0.0                                                                               -*none*-  
5526                            6           ELF32/libmagic.so.1.0.0                                                                               SysV      
5527                            6           ELF32/libmagic.so.1.0.0                                                                               x86       
5528                            4           freetype                                                                                              -*none*-  
5529                            4           freetype:lib                                                                                          -*none*-  
5530                            6           ELF32/libfreetype.so.6                                                                                -*none*-  
5531                            6           ELF32/libfreetype.so.6                                                                                SysV      
5532                            6           ELF32/libfreetype.so.6                                                                                x86       
5533                            6           ELF32/libfreetype.so.6.3.8                                                                            -*none*-  
5534                            6           ELF32/libfreetype.so.6.3.8                                                                            SysV      
5535                            6           ELF32/libfreetype.so.6.3.8                                                                            x86       
5536                            4           fontconfig:lib                                                                                        -*none*-  
5537                            6           ELF32/libfontconfig.so.1                                                                              -*none*-  
5538                            6           ELF32/libfontconfig.so.1                                                                              SysV      
5539                            6           ELF32/libfontconfig.so.1                                                                              x86       
5540                            3           /usr/bin/fc-cache                                                                                     -*none*-  
5541                            3           /usr/bin/fc-list                                                                                      -*none*-  
5542                            3           /usr/bin/fc-match                                                                                     -*none*-  
5543                            4           fontconfig:runtime                                                                                    -*none*-  
5544                            4           fontconfig                                                                                            -*none*-  
5545                            6           ELF32/libfontconfig.so.1.0.4                                                                          -*none*-  
5546                            6           ELF32/libfontconfig.so.1.0.4                                                                          SysV      
5547                            6           ELF32/libfontconfig.so.1.0.4                                                                          x86       
5548                            4           gamin                                                                                                 -*none*-  
5549                            4           gamin:lib                                                                                             -*none*-  
5550                            6           ELF32/libfam.so.0                                                                                     -*none*-  
5551                            6           ELF32/libfam.so.0                                                                                     SysV      
5552                            6           ELF32/libfam.so.0                                                                                     x86       
5553                            6           ELF32/libgamin-1.so.0                                                                                 -*none*-  
5554                            6           ELF32/libgamin-1.so.0                                                                                 SysV      
5555                            6           ELF32/libgamin-1.so.0                                                                                 x86       
5556                            4           gdbm                                                                                                  -*none*-  
5557                            4           gdbm:lib                                                                                              -*none*-  
5558                            6           ELF32/libgdbm.so.2                                                                                    -*none*-  
5559                            6           ELF32/libgdbm.so.2                                                                                    SysV      
5560                            6           ELF32/libgdbm.so.2                                                                                    x86       
5561                            4           glib:data                                                                                             -*none*-  
5562                            6           ELF32/libglib-2.0.so.0                                                                                -*none*-  
5563                            6           ELF32/libglib-2.0.so.0                                                                                SysV      
5564                            6           ELF32/libglib-2.0.so.0                                                                                x86       
5565                            4           glib:lib                                                                                              -*none*-  
5566                            6           ELF32/libgmodule-2.0.so.0                                                                             -*none*-  
5567                            6           ELF32/libgmodule-2.0.so.0                                                                             SysV      
5568                            6           ELF32/libgmodule-2.0.so.0                                                                             x86       
5569                            6           ELF32/libgobject-2.0.so.0                                                                             -*none*-  
5570                            6           ELF32/libgobject-2.0.so.0                                                                             SysV      
5571                            6           ELF32/libgobject-2.0.so.0                                                                             x86       
5572                            6           ELF32/libgthread-2.0.so.0                                                                             -*none*-  
5573                            6           ELF32/libgthread-2.0.so.0                                                                             SysV      
5574                            6           ELF32/libgthread-2.0.so.0                                                                             x86       
5575                            4           glib                                                                                                  -*none*-  
5576                            4           atk                                                                                                   -*none*-  
5577                            4           atk:lib                                                                                               -*none*-  
5578                            6           ELF32/libatk-1.0.so.0                                                                                 -*none*-  
5579                            6           ELF32/libatk-1.0.so.0                                                                                 SysV      
5580                            6           ELF32/libatk-1.0.so.0                                                                                 x86       
5581                            4           gmp                                                                                                   -*none*-  
5582                            4           gmp:lib                                                                                               -*none*-  
5583                            6           ELF32/libgmp.so.3                                                                                     -*none*-  
5584                            6           ELF32/libgmp.so.3                                                                                     SysV      
5585                            6           ELF32/libgmp.so.3                                                                                     x86       
5586                            6           ELF32/libmp.so.3                                                                                      -*none*-  
5587                            6           ELF32/libmp.so.3                                                                                      SysV      
5588                            6           ELF32/libmp.so.3                                                                                      x86       
5589                            4           gnome-keyring                                                                                         -*none*-  
5590                            4           gnome-keyring:lib                                                                                     -*none*-  
5591                            6           ELF32/libgnome-keyring.so.0                                                                           -*none*-  
5592                            6           ELF32/libgnome-keyring.so.0                                                                           SysV      
5593                            6           ELF32/libgnome-keyring.so.0                                                                           x86       
5594                            4           gpm                                                                                                   -*none*-  
5595                            4           gpm:lib                                                                                               -*none*-  
5596                            6           ELF32/libgpm.so.1                                                                                     -*none*-  
5597                            6           ELF32/libgpm.so.1                                                                                     SysV      
5598                            6           ELF32/libgpm.so.1                                                                                     x86       
5599                            4           gpm:runtime                                                                                           -*none*-  
5600                            4           grub:runtime                                                                                          -*none*-  
5601                            4           grub                                                                                                  -*none*-  
5602                            4           hesiod                                                                                                -*none*-  
5603                            4           hesiod:lib                                                                                            -*none*-  
5604                            6           ELF32/libhesiod.so.0                                                                                  -*none*-  
5605                            6           ELF32/libhesiod.so.0                                                                                  SysV      
5606                            6           ELF32/libhesiod.so.0                                                                                  x86       
5607                            4           hotplug:runtime                                                                                       -*none*-  
5608                            4           hotplug                                                                                               -*none*-  
5609                            4           howl                                                                                                  -*none*-  
5610                            4           howl:lib                                                                                              -*none*-  
5611                            6           ELF32/libhowl.so.0                                                                                    -*none*-  
5612                            6           ELF32/libhowl.so.0                                                                                    SysV      
5613                            6           ELF32/libhowl.so.0                                                                                    x86       
5614                            6           ELF32/libmDNSResponder.so.0                                                                           -*none*-  
5615                            6           ELF32/libmDNSResponder.so.0                                                                           SysV      
5616                            6           ELF32/libmDNSResponder.so.0                                                                           x86       
5617                            4           iproute                                                                                               -*none*-  
5618                            4           httpd:lib                                                                                             -*none*-  
5619                            4           iproute:lib                                                                                           -*none*-  
5620                            4           iproute:runtime                                                                                       -*none*-  
5621                            4           iptables                                                                                              -*none*-  
5622                            4           iptables:lib                                                                                          -*none*-  
5623                            4           iptables:runtime                                                                                      -*none*-  
5624                            4           iputils:runtime                                                                                       -*none*-  
5625                            4           iputils                                                                                               -*none*-  
5626                            4           krb5                                                                                                  -*none*-  
5627                            4           krb5:lib                                                                                              -*none*-  
5628                            6           ELF32/libcom_err.so.3                                                                                 -*none*-  
5629                            6           ELF32/libcom_err.so.3                                                                                 HIDDEN    
5630                            6           ELF32/libcom_err.so.3                                                                                 SysV      
5631                            6           ELF32/libcom_err.so.3                                                                                 x86       
5632                            6           ELF32/libcom_err.so.3                                                                                 com_err_3_
5633                            6           ELF32/libcom_err.so.3.0                                                                               -*none*-  
5634                            6           ELF32/libcom_err.so.3.0                                                                               HIDDEN    
5635                            6           ELF32/libcom_err.so.3.0                                                                               SysV      
5636                            6           ELF32/libcom_err.so.3.0                                                                               x86       
5637                            6           ELF32/libcom_err.so.3.0                                                                               com_err_3_
5638                            6           ELF32/libdes425.so.3                                                                                  -*none*-  
5639                            6           ELF32/libdes425.so.3                                                                                  HIDDEN    
5640                            6           ELF32/libdes425.so.3                                                                                  SysV      
5641                            6           ELF32/libdes425.so.3                                                                                  des425_3_M
5642                            6           ELF32/libdes425.so.3                                                                                  x86       
5643                            6           ELF32/libdes425.so.3.0                                                                                -*none*-  
5644                            6           ELF32/libdes425.so.3.0                                                                                HIDDEN    
5645                            6           ELF32/libdes425.so.3.0                                                                                SysV      
5646                            6           ELF32/libdes425.so.3.0                                                                                des425_3_M
5647                            6           ELF32/libdes425.so.3.0                                                                                x86       
5648                            6           ELF32/libgssapi_krb5.so.2                                                                             -*none*-  
5649                            6           ELF32/libgssapi_krb5.so.2                                                                             HIDDEN    
5650                            6           ELF32/libgssapi_krb5.so.2                                                                             SysV      
5651                            6           ELF32/libgssapi_krb5.so.2                                                                             x86       
5652                            6           ELF32/libgssapi_krb5.so.2                                                                             gssapi_krb
5653                            6           ELF32/libgssapi_krb5.so.2.2                                                                           -*none*-  
5654                            6           ELF32/libgssapi_krb5.so.2.2                                                                           HIDDEN    
5655                            6           ELF32/libgssapi_krb5.so.2.2                                                                           SysV      
5656                            6           ELF32/libgssapi_krb5.so.2.2                                                                           x86       
5657                            6           ELF32/libgssapi_krb5.so.2.2                                                                           gssapi_krb
5658                            6           ELF32/libgssrpc.so.4                                                                                  -*none*-  
5659                            6           ELF32/libgssrpc.so.4                                                                                  gssrpc_4_M
5660                            6           ELF32/libgssrpc.so.4                                                                                  HIDDEN    
5661                            6           ELF32/libgssrpc.so.4                                                                                  SysV      
5662                            6           ELF32/libgssrpc.so.4                                                                                  x86       
5663                            6           ELF32/libgssrpc.so.4.0                                                                                -*none*-  
5664                            6           ELF32/libgssrpc.so.4.0                                                                                gssrpc_4_M
5665                            6           ELF32/libgssrpc.so.4.0                                                                                HIDDEN    
5666                            6           ELF32/libgssrpc.so.4.0                                                                                SysV      
5667                            6           ELF32/libgssrpc.so.4.0                                                                                x86       
5668                            6           ELF32/libk5crypto.so.3                                                                                -*none*-  
5669                            6           ELF32/libk5crypto.so.3                                                                                k5crypto_3
5670                            6           ELF32/libk5crypto.so.3                                                                                HIDDEN    
5671                            6           ELF32/libk5crypto.so.3                                                                                SysV      
5672                            6           ELF32/libk5crypto.so.3                                                                                x86       
5673                            6           ELF32/libk5crypto.so.3.0                                                                              -*none*-  
5674                            6           ELF32/libk5crypto.so.3.0                                                                              k5crypto_3
5675                            6           ELF32/libk5crypto.so.3.0                                                                              HIDDEN    
5676                            6           ELF32/libk5crypto.so.3.0                                                                              SysV      
5677                            6           ELF32/libk5crypto.so.3.0                                                                              x86       
